TypeStay,GuestNationality,Region,Month,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Here of in permanent camping slot,Sweden,Region Sjælland,May,108,253,452,206,88,43,50,257,121,61,0,8,1206,43,74,74,105,147,168,136,187,147,168,147,126,210,147,252,0,0
Here of in permanent camping slot,Sweden,Region Sjælland,June,1505,167,180,151,217,213,76,594,147,21,0,8,1050,236,51,92,120,133,264,154,209,168,192,288,288,216,240,288,144,0
Here of in permanent camping slot,Sweden,Region Sjælland,July,249,214,1266,134,203,241,134,601,110,42,0,42,2200,205,65,136,126,263,546,304,342,294,546,504,378,378,294,462,546,0
Here of in permanent camping slot,Sweden,Region Sjælland,August,121,818,99,168,178,197,90,388,120,31,0,6,1221,53,48,96,81,123,324,177,224,216,216,216,567,243,297,297,351,0
Here of in permanent camping slot,Sweden,Region Sjælland,September,113,248,140,126,80,92,16,172,10,0,32,8,30,13,35,40,45,45,100,83,100,85,90,74,135,117,135,135,180,0
Here of in permanent camping slot,Sweden,Region Sjælland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,12,18,24,39,0
Here of in permanent camping slot,Sweden,Region Sjælland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,18,24,30,24,0
Here of in permanent camping slot,Sweden,Region Sjælland,December,106,290,150,33,60,0,0,0,80,0,150,0,0,32,28,2,126,0,18,0,18,18,105,9,12,12,30,30,30,0
Here of in permanent camping slot,Sweden,Region Syddanmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,5,5,0
Here of in permanent camping slot,Sweden,Region Syddanmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,5,5,0
Here of in permanent camping slot,Sweden,Region Syddanmark,March,0,12,0,16,75,26,35,34,4,32,115,38,12,26,4,4,15,285,15,15,21,45,45,10,5,10,5,5,5,0
Here of in permanent camping slot,Sweden,Region Syddanmark,April,1910,0,10,56,20,12,15,206,20,45,37,35,987,32,459,10,18,18,18,18,36,90,72,54,18,36,36,108,0,0
Here of in permanent camping slot,Sweden,Region Syddanmark,May,1400,12,36,433,164,140,83,26,35,770,178,71,75,27,20,20,231,21,21,42,60,105,105,21,21,21,21,105,0,0
Here of in permanent camping slot,Sweden,Region Syddanmark,June,2130,35,34,20,180,9110,141,12,3100,270,252,265,304,24,14,14,24,48,24,116,120,192,96,48,24,264,264,72,60,0
Here of in permanent camping slot,Sweden,Region Syddanmark,July,2016,155,62,946,260,145,2119,316,282,355,218,194,484,75,63,189,42,84,84,42,199,126,84,126,42,504,2142,168,210,0
Here of in permanent camping slot,Sweden,Region Syddanmark,August,2235,46,68,45,60,16,443,9996,1161,135,354,56,28,998,1322,14,1041,54,27,27,69,108,162,1107,81,297,324,108,1701,0
Here of in permanent camping slot,Sweden,Region Syddanmark,September,920,15,62,34,48,40,25,17,92,84,32,18,120,1966,3346,1024,25,15,15,17,75,75,135,30,15,165,195,15,39,0
Here of in permanent camping slot,Sweden,Region Syddanmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,6,6,6,6,0
Here of in permanent camping slot,Sweden,Region Syddanmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,36,36,198,6,0
Here of in permanent camping slot,Sweden,Region Syddanmark,December,0,0,53,53,80,30,26,1268,50,80,60,50,48,1974,2674,10,18,18,18,18,22,40,18,12,12,6,6,198,6,0
Here of in permanent camping slot,Sweden,Region Midtjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,5,0
Here of in permanent camping slot,Sweden,Region Midtjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,15,10,5,0
Here of in permanent camping slot,Sweden,Region Midtjylland,March,0,0,0,14,0,0,0,0,0,0,0,0,0,262,0,10,27,12,15,0,15,15,0,5,5,10,16,10,5,0
Here of in permanent camping slot,Sweden,Region Midtjylland,April,18,20,28,19,6,0,0,0,59,0,0,0,468,18,256,288,34,34,11,43,65,36,54,54,18,54,72,36,0,0
Here of in permanent camping slot,Sweden,Region Midtjylland,May,28,10,4,42,10,90,48,11,120,9,15,48,0,21,27,37,249,45,46,36,64,100,109,89,47,89,115,73,0,0
Here of in permanent camping slot,Sweden,Region Midtjylland,June,1298,696,14,42,58,170,160,123,150,40,47,12,294,60,71,90,66,90,144,26,90,120,168,144,72,72,672,120,36,0
Here of in permanent camping slot,Sweden,Region Midtjylland,July,697,24,60,82,0,500,433,272,350,300,210,190,173,62,220,409,123,199,90,115,257,210,294,504,126,756,252,168,294,0
Here of in permanent camping slot,Sweden,Region Midtjylland,August,240,18,104,80,14,20,142,214,105,100,184,264,180,15,232,185,94,73,31,244,79,189,216,216,81,81,378,135,54,0
Here of in permanent camping slot,Sweden,Region Midtjylland,September,22,12,0,0,6,0,42,52,0,0,0,0,70,63,53,31,21,29,14,15,30,68,83,36,56,26,86,52,11,0
Here of in permanent camping slot,Sweden,Region Midtjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,12,18,6,0,0
Here of in permanent camping slot,Sweden,Region Midtjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,18,6,0,0
Here of in permanent camping slot,Sweden,Region Midtjylland,December,0,5,0,0,0,0,10,91,0,0,0,0,0,0,1,18,28,18,0,18,18,0,24,6,24,12,12,6,0,0
Here of in permanent camping slot,Sweden,Region Nordjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Sweden,Region Nordjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
Here of in permanent camping slot,Sweden,Region Nordjylland,March,48,50,0,50,50,42,110,16,64,0,27,0,0,34,20,2,28,0,0,0,3,17,0,4,13,5,5,1,0,0
Here of in permanent camping slot,Sweden,Region Nordjylland,April,120,171,157,258,210,357,232,284,223,171,188,296,215,113,91,61,54,36,96,144,162,130,77,101,144,133,126,154,0,0
Here of in permanent camping slot,Sweden,Region Nordjylland,May,470,573,376,498,455,591,503,383,379,683,339,407,396,285,322,184,182,84,147,181,183,168,462,105,168,168,147,189,0,0
Here of in permanent camping slot,Sweden,Region Nordjylland,June,752,916,703,598,690,755,495,449,604,552,417,903,530,402,304,244,205,120,144,245,198,216,216,96,192,192,216,240,60,0
Here of in permanent camping slot,Sweden,Region Nordjylland,July,1963,1943,1596,1391,1328,1241,1041,996,1205,891,1071,808,888,872,674,472,481,210,378,349,324,378,252,168,294,546,378,378,168,0
Here of in permanent camping slot,Sweden,Region Nordjylland,August,1119,871,695,863,822,726,568,612,683,546,496,483,459,385,357,280,265,189,271,256,243,162,189,189,189,216,243,216,189,0
Here of in permanent camping slot,Sweden,Region Nordjylland,September,223,162,93,147,246,277,266,250,363,139,190,211,229,162,126,100,119,45,107,130,61,75,86,87,44,80,110,80,190,0
Here of in permanent camping slot,Sweden,Region Nordjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,7,0
Here of in permanent camping slot,Sweden,Region Nordjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Here of in permanent camping slot,Sweden,Region Nordjylland,December,8,12,24,0,60,17,22,14,90,14,13,32,60,28,90,0,62,36,5,0,0,72,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,September,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,All Denmark,December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,September,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Hovedstaden,December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,September,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Sjælland,December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,September,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Syddanmark,December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,September,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Midtjylland,December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,September,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Norway,Region Nordjylland,December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here of in permanent camping slot,Germany,All Denmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,2919,3005,3200,3100,3059,0
Here of in permanent camping slot,Germany,All Denmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060,3180,2900,3120,3080,3065,0
Here of in permanent camping slot,Germany,All Denmark,March,7409,6627,8491,10209,12838,24659,10324,10335,7907,5772,22501,7746,10969,23716,7458,15663,33068,8809,17454,10264,13093,17470,11508,5169,6575,4162,5085,4145,3733,0
Here of in permanent camping slot,Germany,All Denmark,April,41610,53948,54497,53442,59367,47164,60047,56719,65486,57912,63058,66322,64184,55586,50860,56291,47863,55873,51836,52436,48566,47579,42668,47891,45989,45228,46429,42126,0,0
Here of in permanent camping slot,Germany,All Denmark,May,71309,87217,81922,83346,84634,88773,90624,85142,76641,79888,81386,85889,86804,78211,70514,76889,70226,76376,64028,63120,62595,57859,58165,57499,55454,57791,57111,57544,0,0
Here of in permanent camping slot,Germany,All Denmark,June,106017,103549,99182,109898,102187,95354,104849,99124,106976,99482,92241,93859,84218,82277,82492,82227,82320,80046,68308,70780,69057,66636,68424,65448,64293,62928,61824,65856,25512,0
Here of in permanent camping slot,Germany,All Denmark,July,210509,212894,203102,227797,224529,215046,175592,174500,159221,186064,194982,192949,180939,166350,158123,132765,136169,140579,125186,122097,113725,115542,114786,110208,109032,99540,104370,109242,90594,0
Here of in permanent camping slot,Germany,All Denmark,August,112235,111361,130152,120907,125275,127842,168970,155352,161942,142379,131189,133344,122601,107936,98054,108543,99964,98644,92635,85674,86492,77029,77112,72600,74675,71084,71001,74763,69361,0
Here of in permanent camping slot,Germany,All Denmark,September,41426,42614,42239,43264,49885,48937,46927,49777,52370,49885,54937,57481,58480,55855,49319,49036,47649,43009,41577,41524,39135,38405,39053,36344,37168,34860,36816,37093,34451,0
Here of in permanent camping slot,Germany,All Denmark,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7092,7516,8210,7727,7482,8416,0
Here of in permanent camping slot,Germany,All Denmark,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402,3486,2742,3318,3636,3696,0
Here of in permanent camping slot,Germany,All Denmark,December,9593,19156,15358,12877,17667,21733,24229,22251,23218,21989,21173,19274,23471,25396,23470,26388,22122,22542,19864,14973,14272,19075,15191,3303,3633,3428,3321,3684,3690,0
Here of in permanent camping slot,Germany,Region Hovedstaden,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,5,15,10,5,0
Here of in permanent camping slot,Germany,Region Hovedstaden,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,5,20,10,10,0
Here of in permanent camping slot,Germany,Region Hovedstaden,March,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,90,150,174,252,187,13,15,15,10,25,10,10,10,0
Here of in permanent camping slot,Germany,Region Hovedstaden,April,0,120,0,0,0,16,0,0,0,0,0,28,0,0,0,88,16,122,96,95,55,54,63,36,56,74,38,54,0,0
Here of in permanent camping slot,Germany,Region Hovedstaden,May,0,100,200,0,0,0,10,102,56,64,27,49,52,63,63,367,63,260,154,105,145,107,107,119,119,130,102,130,0,0
Here of in permanent camping slot,Germany,Region Hovedstaden,June,0,230,230,0,0,0,60,90,70,95,78,96,42,132,24,420,120,157,133,103,132,72,144,168,144,168,144,144,48,0
Here of in permanent camping slot,Germany,Region Hovedstaden,July,0,31,62,0,40,84,120,162,69,73,109,100,90,187,122,520,252,242,875,188,201,126,252,420,294,294,252,252,252,0
Here of in permanent camping slot,Germany,Region Hovedstaden,August,0,31,0,0,6,0,120,193,44,82,22,103,42,57,54,444,150,173,174,205,113,108,189,270,162,162,189,162,162,0
Here of in permanent camping slot,Germany,Region Hovedstaden,September,0,34,48,0,0,0,60,60,0,24,24,54,0,0,120,346,105,71,125,202,95,45,60,75,45,42,60,30,60,0
Here of in permanent camping slot,Germany,Region Hovedstaden,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,30,18,6,12,0
Here of in permanent camping slot,Germany,Region Hovedstaden,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,36,18,6,6,0
Here of in permanent camping slot,Germany,Region Hovedstaden,December,0,0,10,0,0,0,0,0,0,0,0,0,0,0,252,316,117,290,186,192,111,15,87,21,9,32,9,6,6,0
Here of in permanent camping slot,Germany,Region Sjælland,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,25,35,60,24,0
Here of in permanent camping slot,Germany,Region Sjælland,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,15,25,75,15,0
Here of in permanent camping slot,Germany,Region Sjælland,March,22,20,100,0,0,461,10,54,0,0,989,108,31,703,0,0,397,50,0,0,26,6,0,14,29,88,81,75,47,0
Here of in permanent camping slot,Germany,Region Sjælland,April,504,1749,1090,1130,745,783,834,802,714,892,1654,1502,550,1209,540,822,398,534,1908,440,342,288,174,186,396,312,420,610,0,0
Here of in permanent camping slot,Germany,Region Sjælland,May,732,2489,660,1244,951,1030,924,934,537,715,1680,2307,400,1601,903,1182,418,576,374,525,478,420,357,294,462,420,525,588,0,0
Here of in permanent camping slot,Germany,Region Sjælland,June,728,1487,1022,1850,1621,1500,1206,1008,880,1714,2263,2420,356,1592,992,1232,1222,264,528,603,452,504,360,864,1032,576,552,648,228,0
Here of in permanent camping slot,Germany,Region Sjælland,July,4844,5403,2606,3952,4648,5125,4284,4317,4135,4199,4984,4355,1851,2277,1868,1728,917,849,768,984,756,882,672,672,1176,1134,882,1050,1008,0
Here of in permanent camping slot,Germany,Region Sjælland,August,3082,2242,1122,1294,3042,2829,3108,2892,3655,4269,5007,3793,1723,2496,1426,1679,1201,828,644,606,585,567,513,459,2727,567,675,621,621,0
Here of in permanent camping slot,Germany,Region Sjælland,September,873,709,602,646,622,535,613,626,610,561,1121,1105,1244,897,806,538,1057,254,390,285,258,270,238,238,725,641,219,268,374,0
Here of in permanent camping slot,Germany,Region Sjælland,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,57,52,78,39,75,0
Here of in permanent camping slot,Germany,Region Sjælland,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,72,42,66,0
Here of in permanent camping slot,Germany,Region Sjælland,December,64,0,16,40,20,2,4,32,20,0,30,130,119,373,20,264,990,54,7,0,92,0,44,0,48,36,90,60,24,0
Here of in permanent camping slot,Germany,Region Syddanmark,January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650,2625,2650,2895,2800,2730,0
Here of in permanent camping slot,Germany,Region Syddanmark,February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805,2885,2575,2820,2745,2725,0
Here of in permanent camping slot,Germany,Region Syddanmark,March,5732,5062,4318,5641,9565,20390,8812,9165,7172,4689,18782,6307,9093,19636,5450,13265,28813,7584,15098,8859,11210,15678,10546,4543,5600,3480,4299,3620,3149,0
